Image Name,Gender,Age,Emotion,Gender Prob,Age Prob,Emotion Prob,Top 3 Age,Conf,Top 3 Emotion,Conf
1157cb56-463f-432d-8c1e-55d9a303d0fc,Male,Age 8-14,Neutral,"0.9978,0.0022","Age 0-3: 0.0000,Age 4-7: 0.0034,Age 8-14: 0.9964,Age 15-24: 0.0002,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.9989,Happy: 0.0003,Sad: 0.0000,Surprised: 0.0000,Fear: 0.0000,Disgust: 0.0000,Angry: 0.0006,Contempt: 0.0002","['Age 8-14', 'Age 4-7', 'Age 15-24']",0.993,"['Neutral', 'Angry', 'Happy']",0.9983
1429a0f9-d7d5-4c27-a485-62f21032b598,Female,Age 4-7,Happy,"0.0546,0.9454","Age 0-3: 0.0005,Age 4-7: 0.7061,Age 8-14: 0.2906,Age 15-24: 0.0028,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.4387,Happy: 0.4400,Sad: 0.0021,Surprised: 0.0408,Fear: 0.0001,Disgust: 0.0004,Angry: 0.0069,Contempt: 0.0709","['Age 4-7', 'Age 8-14', 'Age 15-24']",0.4154999999999999,"['Happy', 'Neutral', 'Contempt']",0.0013000000000000234
14d01254-04fd-47df-939d-be7cd5da0de2,Male,Age 8-14,Happy,"0.9996,0.0004","Age 0-3: 0.0002,Age 4-7: 0.3770,Age 8-14: 0.5960,Age 15-24: 0.0265,Age 25-37: 0.0002,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.0247,Happy: 0.9405,Sad: 0.0000,Surprised: 0.0004,Fear: 0.0000,Disgust: 0.0000,Angry: 0.0023,Contempt: 0.0321","['Age 8-14', 'Age 4-7', 'Age 15-24']",0.21899999999999997,"['Happy', 'Contempt', 'Neutral']",0.9084
16817e7a-b913-4bc7-bc2a-ffc51a1ffe1d,Male,Age 8-14,Happy,"1.0000,0.0000","Age 0-3: 0.0001,Age 4-7: 0.2176,Age 8-14: 0.6920,Age 15-24: 0.0884,Age 25-37: 0.0018,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.0007,Happy: 0.9991,Sad: 0.0000,Surprised: 0.0001,Fear: 0.0000,Disgust: 0.0000,Angry: 0.0000,Contempt: 0.0001","['Age 8-14', 'Age 4-7', 'Age 15-24']",0.47439999999999993,"['Happy', 'Neutral', 'Surprised']",0.9984
170432c3-52b5-49da-8931-10a83bf402a3,Male,Age 4-7,Neutral,"0.7569,0.2431","Age 0-3: 0.0121,Age 4-7: 0.5706,Age 8-14: 0.3861,Age 15-24: 0.0241,Age 25-37: 0.0048,Age 38-47: 0.0005,Age 48-59: 0.0004,Age 60-100: 0.0014","Neutral: 0.5889,Happy: 0.0449,Sad: 0.0784,Surprised: 0.0201,Fear: 0.0071,Disgust: 0.0189,Angry: 0.0755,Contempt: 0.1662","['Age 4-7', 'Age 8-14', 'Age 15-24']",0.1845,"['Neutral', 'Contempt', 'Sad']",0.42269999999999996
181bac14-4e17-42de-b878-05edee6ec2dd,Male,Age 4-7,Neutral,"0.9921,0.0079","Age 0-3: 0.0028,Age 4-7: 0.6493,Age 8-14: 0.3379,Age 15-24: 0.0099,Age 25-37: 0.0001,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.9987,Happy: 0.0008,Sad: 0.0003,Surprised: 0.0000,Fear: 0.0000,Disgust: 0.0000,Angry: 0.0000,Contempt: 0.0001","['Age 4-7', 'Age 8-14', 'Age 15-24']",0.3114,"['Neutral', 'Happy', 'Sad']",0.9979
1897386c-ecfc-44ee-affb-5a14b25115c1,Male,Age 15-24,Angry,"0.8430,0.1570","Age 0-3: 0.0059,Age 4-7: 0.1075,Age 8-14: 0.3253,Age 15-24: 0.3256,Age 25-37: 0.1882,Age 38-47: 0.0288,Age 48-59: 0.0124,Age 60-100: 0.0062","Neutral: 0.1823,Happy: 0.0873,Sad: 0.0078,Surprised: 0.0070,Fear: 0.0000,Disgust: 0.0100,Angry: 0.6411,Contempt: 0.0644","['Age 15-24', 'Age 8-14', 'Age 25-37']",0.00030000000000002247,"['Angry', 'Neutral', 'Happy']",0.4588
19019d5f-9f70-42e5-8eef-fc4af0dfb6a6,Female,Age 4-7,Neutral,"0.0564,0.9436","Age 0-3: 0.0073,Age 4-7: 0.8955,Age 8-14: 0.0966,Age 15-24: 0.0005,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.6983,Happy: 0.0997,Sad: 0.0248,Surprised: 0.0720,Fear: 0.0001,Disgust: 0.0004,Angry: 0.0694,Contempt: 0.0353","['Age 4-7', 'Age 8-14', 'Age 0-3']",0.7988999999999999,"['Neutral', 'Happy', 'Surprised']",0.5986
1a6ab495-a958-4d95-a440-3c21fa48615f,Male,Age 8-14,Neutral,"0.8457,0.1543","Age 0-3: 0.0000,Age 4-7: 0.1159,Age 8-14: 0.8197,Age 15-24: 0.0639,Age 25-37: 0.0004,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.6569,Happy: 0.1308,Sad: 0.0015,Surprised: 0.0069,Fear: 0.0001,Disgust: 0.0016,Angry: 0.0111,Contempt: 0.1910","['Age 8-14', 'Age 4-7', 'Age 15-24']",0.7038,"['Neutral', 'Contempt', 'Happy']",0.46590000000000004
1cb849e4-7ad8-4866-8a7d-507637a1f07b,Female,Age 8-14,Neutral,"0.0023,0.9977","Age 0-3: 0.0000,Age 4-7: 0.0052,Age 8-14: 0.9896,Age 15-24: 0.0053,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.5711,Happy: 0.2669,Sad: 0.0019,Surprised: 0.0193,Fear: 0.0000,Disgust: 0.0004,Angry: 0.0214,Contempt: 0.1190","['Age 8-14', 'Age 15-24', 'Age 4-7']",0.9843000000000001,"['Neutral', 'Happy', 'Contempt']",0.3042
1df60ef7-8330-4074-a6ef-d83b4b341833,Male,Age 8-14,Neutral,"0.9992,0.0008","Age 0-3: 0.0000,Age 4-7: 0.0137,Age 8-14: 0.9577,Age 15-24: 0.0284,Age 25-37: 0.0002,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.9982,Happy: 0.0005,Sad: 0.0000,Surprised: 0.0008,Fear: 0.0000,Disgust: 0.0000,Angry: 0.0003,Contempt: 0.0001","['Age 8-14', 'Age 15-24', 'Age 4-7']",0.9293,"['Neutral', 'Surprised', 'Happy']",0.9974
1f63e60b-753a-4c87-bc47-02f6e8eed7a4,Male,Age 8-14,Neutral,"0.9992,0.0008","Age 0-3: 0.0000,Age 4-7: 0.0137,Age 8-14: 0.9577,Age 15-24: 0.0284,Age 25-37: 0.0002,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.9982,Happy: 0.0005,Sad: 0.0000,Surprised: 0.0008,Fear: 0.0000,Disgust: 0.0000,Angry: 0.0003,Contempt: 0.0001","['Age 8-14', 'Age 15-24', 'Age 4-7']",0.9293,"['Neutral', 'Surprised', 'Happy']",0.9974
2319c04d-952a-4edd-a811-464f993a9f24,Male,Age 8-14,Happy,"0.9561,0.0439","Age 0-3: 0.0032,Age 4-7: 0.1546,Age 8-14: 0.5546,Age 15-24: 0.2706,Age 25-37: 0.0135,Age 38-47: 0.0015,Age 48-59: 0.0013,Age 60-100: 0.0007","Neutral: 0.1777,Happy: 0.7147,Sad: 0.0002,Surprised: 0.0182,Fear: 0.0000,Disgust: 0.0015,Angry: 0.0065,Contempt: 0.0811","['Age 8-14', 'Age 15-24', 'Age 4-7']",0.284,"['Happy', 'Neutral', 'Contempt']",0.537
242566a7-c605-42bb-beb3-d91c13863b34,Male,Age 25-37,Neutral,"0.9968,0.0032","Age 0-3: 0.0294,Age 4-7: 0.1561,Age 8-14: 0.2129,Age 15-24: 0.1914,Age 25-37: 0.3078,Age 38-47: 0.0610,Age 48-59: 0.0251,Age 60-100: 0.0163","Neutral: 0.3467,Happy: 0.2761,Sad: 0.0011,Surprised: 0.0034,Fear: 0.0000,Disgust: 0.0026,Angry: 0.0828,Contempt: 0.2872","['Age 25-37', 'Age 8-14', 'Age 15-24']",0.09490000000000001,"['Neutral', 'Contempt', 'Happy']",0.0595
24f226a3-7e60-4029-8feb-76ddf23e0bd9,Female,Age 8-14,Happy,"0.1592,0.8408","Age 0-3: 0.0071,Age 4-7: 0.2875,Age 8-14: 0.4956,Age 15-24: 0.1960,Age 25-37: 0.0110,Age 38-47: 0.0007,Age 48-59: 0.0010,Age 60-100: 0.0011","Neutral: 0.2192,Happy: 0.6699,Sad: 0.0029,Surprised: 0.0355,Fear: 0.0002,Disgust: 0.0029,Angry: 0.0223,Contempt: 0.0471","['Age 8-14', 'Age 4-7', 'Age 15-24']",0.2081,"['Happy', 'Neutral', 'Contempt']",0.45070000000000005
26b9ab16-ce8b-4474-8333-cbfb77063edb,Male,Age 8-14,Happy,"0.9670,0.0330","Age 0-3: 0.0030,Age 4-7: 0.4125,Age 8-14: 0.4781,Age 15-24: 0.0957,Age 25-37: 0.0088,Age 38-47: 0.0011,Age 48-59: 0.0002,Age 60-100: 0.0006","Neutral: 0.0981,Happy: 0.8375,Sad: 0.0005,Surprised: 0.0336,Fear: 0.0001,Disgust: 0.0005,Angry: 0.0024,Contempt: 0.0274","['Age 8-14', 'Age 4-7', 'Age 15-24']",0.06560000000000005,"['Happy', 'Neutral', 'Surprised']",0.7394000000000001
27f91b38-d667-4eba-9ff7-2a5501bcec28,Male,Age 8-14,Happy,"1.0000,0.0000","Age 0-3: 0.0001,Age 4-7: 0.2294,Age 8-14: 0.7312,Age 15-24: 0.0378,Age 25-37: 0.0015,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.3785,Happy: 0.5579,Sad: 0.0001,Surprised: 0.0521,Fear: 0.0000,Disgust: 0.0003,Angry: 0.0071,Contempt: 0.0041","['Age 8-14', 'Age 4-7', 'Age 15-24']",0.5018,"['Happy', 'Neutral', 'Surprised']",0.17939999999999995
2836ba34-1f7f-4f99-a2ba-3855323db2dc,Male,Age 8-14,Contempt,"0.9797,0.0203","Age 0-3: 0.0000,Age 4-7: 0.0032,Age 8-14: 0.9348,Age 15-24: 0.0619,Age 25-37: 0.0001,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.2544,Happy: 0.0173,Sad: 0.0054,Surprised: 0.0056,Fear: 0.0024,Disgust: 0.0076,Angry: 0.0135,Contempt: 0.6938","['Age 8-14', 'Age 15-24', 'Age 4-7']",0.8729,"['Contempt', 'Neutral', 'Happy']",0.43939999999999996
28f12d9b-c6b3-4392-b9da-f1d7746afcde,Male,Age 8-14,Neutral,"1.0000,0.0000","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 1.0000,Age 15-24: 0.0000,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.4153,Happy: 0.4107,Sad: 0.0006,Surprised: 0.0040,Fear: 0.0000,Disgust: 0.0007,Angry: 0.0087,Contempt: 0.1600","['Age 8-14', 'Age 60-100', 'Age 48-59']",1.0,"['Neutral', 'Happy', 'Contempt']",0.004599999999999993
28f17642-9ca6-42ee-9594-4319144e9a76,Male,Age 8-14,Happy,"0.8740,0.1260","Age 0-3: 0.0083,Age 4-7: 0.1287,Age 8-14: 0.3813,Age 15-24: 0.3239,Age 25-37: 0.1303,Age 38-47: 0.0130,Age 48-59: 0.0088,Age 60-100: 0.0057","Neutral: 0.0206,Happy: 0.9582,Sad: 0.0001,Surprised: 0.0024,Fear: 0.0000,Disgust: 0.0002,Angry: 0.0046,Contempt: 0.0137","['Age 8-14', 'Age 15-24', 'Age 25-37']",0.05739999999999995,"['Happy', 'Neutral', 'Contempt']",0.9376000000000001
2a5d0fd5-0fc0-413b-b094-3d2207df4e0e,Male,Age 4-7,Surprised,"0.9563,0.0437","Age 0-3: 0.0038,Age 4-7: 0.8165,Age 8-14: 0.1792,Age 15-24: 0.0004,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.0091,Happy: 0.0222,Sad: 0.0000,Surprised: 0.9683,Fear: 0.0000,Disgust: 0.0000,Angry: 0.0002,Contempt: 0.0001","['Age 4-7', 'Age 8-14', 'Age 0-3']",0.6373,"['Surprised', 'Happy', 'Neutral']",0.9461
2c916e4e-b02f-45db-8d5c-eb0b857508fe,Male,Age 8-14,Contempt,"0.9833,0.0167","Age 0-3: 0.0000,Age 4-7: 0.0297,Age 8-14: 0.8548,Age 15-24: 0.1155,Age 25-37: 0.0001,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.2081,Happy: 0.1741,Sad: 0.0000,Surprised: 0.0004,Fear: 0.0000,Disgust: 0.0004,Angry: 0.0056,Contempt: 0.6113","['Age 8-14', 'Age 15-24', 'Age 4-7']",0.7393,"['Contempt', 'Neutral', 'Happy']",0.40319999999999995
2fd99e0e-5c6e-4bed-b972-f45c829641c2,Male,Age 8-14,Neutral,"0.9992,0.0008","Age 0-3: 0.0000,Age 4-7: 0.0137,Age 8-14: 0.9577,Age 15-24: 0.0284,Age 25-37: 0.0002,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.9982,Happy: 0.0005,Sad: 0.0000,Surprised: 0.0008,Fear: 0.0000,Disgust: 0.0000,Angry: 0.0003,Contempt: 0.0001","['Age 8-14', 'Age 15-24', 'Age 4-7']",0.9293,"['Neutral', 'Surprised', 'Happy']",0.9974
2fe1e237-fed8-437c-837f-d46ab3e7f46e,Male,Age 8-14,Happy,"1.0000,0.0000","Age 0-3: 0.0000,Age 4-7: 0.4239,Age 8-14: 0.5484,Age 15-24: 0.0275,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.2941,Happy: 0.6163,Sad: 0.0008,Surprised: 0.0195,Fear: 0.0000,Disgust: 0.0002,Angry: 0.0142,Contempt: 0.0550","['Age 8-14', 'Age 4-7', 'Age 15-24']",0.1245,"['Happy', 'Neutral', 'Contempt']",0.3222
321fa8c0-1349-4c23-8248-0115fc5e663f,Male,Age 4-7,Neutral,"0.8572,0.1428","Age 0-3: 0.1438,Age 4-7: 0.6251,Age 8-14: 0.2081,Age 15-24: 0.0159,Age 25-37: 0.0051,Age 38-47: 0.0003,Age 48-59: 0.0002,Age 60-100: 0.0015","Neutral: 0.7949,Happy: 0.0266,Sad: 0.0149,Surprised: 0.0094,Fear: 0.0021,Disgust: 0.0012,Angry: 0.0040,Contempt: 0.1469","['Age 4-7', 'Age 8-14', 'Age 0-3']",0.417,"['Neutral', 'Contempt', 'Happy']",0.648
36b2baaa-0f7d-45a4-928e-f280b7c51f48,Male,Age 4-7,Contempt,"0.9565,0.0435","Age 0-3: 0.0005,Age 4-7: 0.5032,Age 8-14: 0.4801,Age 15-24: 0.0161,Age 25-37: 0.0001,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.1611,Happy: 0.0372,Sad: 0.0002,Surprised: 0.0004,Fear: 0.0000,Disgust: 0.0019,Angry: 0.0061,Contempt: 0.7932","['Age 4-7', 'Age 8-14', 'Age 15-24']",0.023099999999999954,"['Contempt', 'Neutral', 'Happy']",0.6321
3ac8a89b-99b2-4c50-9063-c7c24f2ce8b3,Male,Age 8-14,Sad,"0.6406,0.3594","Age 0-3: 0.0000,Age 4-7: 0.0061,Age 8-14: 0.9939,Age 15-24: 0.0000,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.0012,Happy: 0.0006,Sad: 0.5587,Surprised: 0.0018,Fear: 0.0015,Disgust: 0.4359,Angry: 0.0002,Contempt: 0.0001","['Age 8-14', 'Age 4-7', 'Age 60-100']",0.9878,"['Sad', 'Disgust', 'Surprised']",0.12279999999999996
3b1a643e-11a4-48c6-8e5a-e1d27d585152,Female,Age 4-7,Angry,"0.0160,0.9840","Age 0-3: 0.0012,Age 4-7: 0.8472,Age 8-14: 0.1506,Age 15-24: 0.0009,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.2442,Happy: 0.0296,Sad: 0.0021,Surprised: 0.0110,Fear: 0.0000,Disgust: 0.0010,Angry: 0.6835,Contempt: 0.0286","['Age 4-7', 'Age 8-14', 'Age 0-3']",0.6965999999999999,"['Angry', 'Neutral', 'Happy']",0.4393
3b39acb2-d522-4335-a046-2a10b07a4f12,Male,Age 4-7,Neutral,"0.9994,0.0006","Age 0-3: 0.0013,Age 4-7: 0.5150,Age 8-14: 0.4519,Age 15-24: 0.0313,Age 25-37: 0.0003,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0001","Neutral: 0.4898,Happy: 0.0604,Sad: 0.0001,Surprised: 0.4447,Fear: 0.0002,Disgust: 0.0001,Angry: 0.0012,Contempt: 0.0034","['Age 4-7', 'Age 8-14', 'Age 15-24']",0.06309999999999999,"['Neutral', 'Surprised', 'Happy']",0.04510000000000003
3b697e37-2a63-420f-8698-421218d6f6da,Male,Age 8-14,Contempt,"0.9295,0.0705","Age 0-3: 0.0012,Age 4-7: 0.0755,Age 8-14: 0.4446,Age 15-24: 0.4091,Age 25-37: 0.0580,Age 38-47: 0.0060,Age 48-59: 0.0043,Age 60-100: 0.0013","Neutral: 0.0264,Happy: 0.0054,Sad: 0.0003,Surprised: 0.0001,Fear: 0.0000,Disgust: 0.0002,Angry: 0.0003,Contempt: 0.9674","['Age 8-14', 'Age 15-24', 'Age 4-7']",0.035499999999999976,"['Contempt', 'Neutral', 'Happy']",0.9410000000000001
3d40dd92-8b1c-4a1d-b0eb-fa3c7026cac7,Male,Age 4-7,Neutral,"0.9997,0.0003","Age 0-3: 0.0111,Age 4-7: 0.6211,Age 8-14: 0.3492,Age 15-24: 0.0182,Age 25-37: 0.0003,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.5099,Happy: 0.2527,Sad: 0.0041,Surprised: 0.1816,Fear: 0.0156,Disgust: 0.0018,Angry: 0.0013,Contempt: 0.0330","['Age 4-7', 'Age 8-14', 'Age 15-24']",0.2719,"['Neutral', 'Happy', 'Surprised']",0.25720000000000004
3d71f7ba-7312-4086-b9fe-83199f377e37,Male,Age 4-7,Neutral,"0.7931,0.2069","Age 0-3: 0.0082,Age 4-7: 0.6878,Age 8-14: 0.2955,Age 15-24: 0.0076,Age 25-37: 0.0006,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0001","Neutral: 0.7112,Happy: 0.0640,Sad: 0.0253,Surprised: 0.1004,Fear: 0.0114,Disgust: 0.0030,Angry: 0.0156,Contempt: 0.0690","['Age 4-7', 'Age 8-14', 'Age 0-3']",0.3923,"['Neutral', 'Surprised', 'Contempt']",0.6108
3e365e49-e050-402a-9bc7-33d567fcee76,Male,Age 4-7,Happy,"0.9443,0.0557","Age 0-3: 0.0000,Age 4-7: 0.8162,Age 8-14: 0.1835,Age 15-24: 0.0003,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.0654,Happy: 0.8515,Sad: 0.0004,Surprised: 0.0489,Fear: 0.0000,Disgust: 0.0005,Angry: 0.0138,Contempt: 0.0196","['Age 4-7', 'Age 8-14', 'Age 15-24']",0.6327,"['Happy', 'Neutral', 'Surprised']",0.7861
40841e12-5ba2-4293-b9a5-005a740950b9,Male,Age 8-14,Neutral,"0.9992,0.0008","Age 0-3: 0.0000,Age 4-7: 0.0137,Age 8-14: 0.9577,Age 15-24: 0.0284,Age 25-37: 0.0002,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.9982,Happy: 0.0005,Sad: 0.0000,Surprised: 0.0008,Fear: 0.0000,Disgust: 0.0000,Angry: 0.0003,Contempt: 0.0001","['Age 8-14', 'Age 15-24', 'Age 4-7']",0.9293,"['Neutral', 'Surprised', 'Happy']",0.9974
412e3b9b-ecde-4d93-a804-a2f58c7d3d93,Male,Age 8-14,Neutral,"1.0000,0.0000","Age 0-3: 0.0000,Age 4-7: 0.0001,Age 8-14: 0.9987,Age 15-24: 0.0011,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.8961,Happy: 0.0053,Sad: 0.0003,Surprised: 0.0001,Fear: 0.0000,Disgust: 0.0012,Angry: 0.0010,Contempt: 0.0959","['Age 8-14', 'Age 15-24', 'Age 4-7']",0.9976,"['Neutral', 'Contempt', 'Happy']",0.8002
413c553f-2ece-4ca3-b09c-905212dae7e9,Male,Age 0-3,Happy,"0.9277,0.0723","Age 0-3: 0.9895,Age 4-7: 0.0089,Age 8-14: 0.0015,Age 15-24: 0.0001,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0001","Neutral: 0.0055,Happy: 0.9892,Sad: 0.0001,Surprised: 0.0012,Fear: 0.0000,Disgust: 0.0001,Angry: 0.0002,Contempt: 0.0036","['Age 0-3', 'Age 4-7', 'Age 8-14']",0.9806,"['Happy', 'Neutral', 'Contempt']",0.9837
