Image Name,Gender,Age,Emotion,Gender Prob,Age Prob,Emotion Prob,Top 3 Age,Conf,Top 3 Emotion,Conf
0632c5fd-3485186E2E32_1_20240121_160319,Female,Age 38-47,Neutral,"0.0075,0.9925","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0002,Age 25-37: 0.0581,Age 38-47: 0.9244,Age 48-59: 0.0104,Age 60-100: 0.0070","Neutral: 0.8503,Happy: 0.0300,Sad: 0.0270,Surprised: 0.0126,Fear: 0.0007,Disgust: 0.0079,Angry: 0.0600,Contempt: 0.0114","['Age 38-47', 'Age 25-37', 'Age 48-59']",0.8663,"['Neutral', 'Angry', 'Happy']",0.7903
065c6b7f-3485186E5006_1_20240117_145107,Male,Age 25-37,Neutral,"0.8890,0.1110","Age 0-3: 0.0002,Age 4-7: 0.0003,Age 8-14: 0.0023,Age 15-24: 0.0228,Age 25-37: 0.5807,Age 38-47: 0.3307,Age 48-59: 0.0568,Age 60-100: 0.0062","Neutral: 0.7552,Happy: 0.0154,Sad: 0.0399,Surprised: 0.0167,Fear: 0.0241,Disgust: 0.0568,Angry: 0.0411,Contempt: 0.0507","['Age 25-37', 'Age 38-47', 'Age 48-59']",0.25,"['Neutral', 'Disgust', 'Contempt']",0.6984
06cfb139-348518ACC512_1_20240114_173339,Male,Age 38-47,Neutral,"1.0000,0.0000","Age 0-3: 0.0000,Age 4-7: 0.0001,Age 8-14: 0.0006,Age 15-24: 0.0101,Age 25-37: 0.4511,Age 38-47: 0.5163,Age 48-59: 0.0199,Age 60-100: 0.0019","Neutral: 0.4089,Happy: 0.3934,Sad: 0.0153,Surprised: 0.0354,Fear: 0.0005,Disgust: 0.0110,Angry: 0.0361,Contempt: 0.0996","['Age 38-47', 'Age 25-37', 'Age 48-59']",0.06519999999999998,"['Neutral', 'Happy', 'Contempt']",0.015499999999999958
0724a97e-348518ACC526_1_2024-01-24_155308377,Male,Age 38-47,Neutral,"0.9127,0.0873","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0001,Age 25-37: 0.1142,Age 38-47: 0.8476,Age 48-59: 0.0148,Age 60-100: 0.0233","Neutral: 0.9028,Happy: 0.0089,Sad: 0.0301,Surprised: 0.0186,Fear: 0.0030,Disgust: 0.0056,Angry: 0.0168,Contempt: 0.0143","['Age 38-47', 'Age 25-37', 'Age 60-100']",0.7334,"['Neutral', 'Sad', 'Surprised']",0.8727
07ebee0d-348518A666CA_1_20240114_174548,Male,Age 38-47,Neutral,"0.9932,0.0068","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.1533,Age 38-47: 0.8436,Age 48-59: 0.0029,Age 60-100: 0.0001","Neutral: 0.9900,Happy: 0.0018,Sad: 0.0006,Surprised: 0.0015,Fear: 0.0000,Disgust: 0.0025,Angry: 0.0016,Contempt: 0.0020","['Age 38-47', 'Age 25-37', 'Age 48-59']",0.6903,"['Neutral', 'Disgust', 'Contempt']",0.9875
091010a0-3485186E5006_1_20240120_162352,Male,Age 25-37,Neutral,"0.9998,0.0002","Age 0-3: 0.0004,Age 4-7: 0.0001,Age 8-14: 0.0001,Age 15-24: 0.0016,Age 25-37: 0.5693,Age 38-47: 0.1456,Age 48-59: 0.1745,Age 60-100: 0.1083","Neutral: 0.9353,Happy: 0.0164,Sad: 0.0100,Surprised: 0.0232,Fear: 0.0016,Disgust: 0.0026,Angry: 0.0027,Contempt: 0.0082","['Age 25-37', 'Age 48-59', 'Age 38-47']",0.39480000000000004,"['Neutral', 'Surprised', 'Happy']",0.9121
09d10fe6-3485186E2E32_1_20240120_193902,Male,Age 38-47,Neutral,"0.9310,0.0690","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0001,Age 15-24: 0.0014,Age 25-37: 0.2939,Age 38-47: 0.6350,Age 48-59: 0.0536,Age 60-100: 0.0158","Neutral: 0.6497,Happy: 0.0693,Sad: 0.0535,Surprised: 0.0549,Fear: 0.0129,Disgust: 0.0122,Angry: 0.0104,Contempt: 0.1371","['Age 38-47', 'Age 25-37', 'Age 48-59']",0.3411,"['Neutral', 'Contempt', 'Happy']",0.5126000000000001
0a48b31a-3485186E5006_1_2024-01-17_173507110,Male,Age 25-37,Neutral,"0.9997,0.0003","Age 0-3: 0.0001,Age 4-7: 0.0000,Age 8-14: 0.0001,Age 15-24: 0.0054,Age 25-37: 0.5275,Age 38-47: 0.1094,Age 48-59: 0.3439,Age 60-100: 0.0135","Neutral: 0.9557,Happy: 0.0060,Sad: 0.0060,Surprised: 0.0212,Fear: 0.0015,Disgust: 0.0012,Angry: 0.0017,Contempt: 0.0067","['Age 25-37', 'Age 48-59', 'Age 38-47']",0.18359999999999999,"['Neutral', 'Surprised', 'Contempt']",0.9345
0b5b3e8f-3485189BE312_1_20240117_132427,Female,Age 48-59,Neutral,"0.0035,0.9965","Age 0-3: 0.0003,Age 4-7: 0.0003,Age 8-14: 0.0002,Age 15-24: 0.0014,Age 25-37: 0.0628,Age 38-47: 0.2340,Age 48-59: 0.5159,Age 60-100: 0.1851","Neutral: 0.6142,Happy: 0.0386,Sad: 0.2331,Surprised: 0.0084,Fear: 0.0058,Disgust: 0.0117,Angry: 0.0223,Contempt: 0.0661","['Age 48-59', 'Age 38-47', 'Age 60-100']",0.28190000000000004,"['Neutral', 'Sad', 'Contempt']",0.3811
0e61bfae-348518A664F6_1_20240113_135214,Male,Age 48-59,Neutral,"0.9950,0.0050","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0008,Age 38-47: 0.0628,Age 48-59: 0.6365,Age 60-100: 0.2999","Neutral: 0.6141,Happy: 0.0040,Sad: 0.2128,Surprised: 0.0029,Fear: 0.0026,Disgust: 0.0037,Angry: 0.0505,Contempt: 0.1093","['Age 48-59', 'Age 60-100', 'Age 38-47']",0.33659999999999995,"['Neutral', 'Sad', 'Contempt']",0.4013
0fbd6366-348518ACC512_1_2024-01-20_162405003,Male,Age 25-37,Sad,"0.9981,0.0019","Age 0-3: 0.0000,Age 4-7: 0.0001,Age 8-14: 0.0009,Age 15-24: 0.0396,Age 25-37: 0.8633,Age 38-47: 0.0818,Age 48-59: 0.0126,Age 60-100: 0.0017","Neutral: 0.1449,Happy: 0.0005,Sad: 0.6316,Surprised: 0.0081,Fear: 0.1953,Disgust: 0.0101,Angry: 0.0042,Contempt: 0.0053","['Age 25-37', 'Age 38-47', 'Age 15-24']",0.7815,"['Sad', 'Fear', 'Neutral']",0.4363
129ecc1e-3485186E7D7E_1_2024-01-17_173455986,Male,Age 48-59,Angry,"0.9993,0.0007","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0000,Age 38-47: 0.0005,Age 48-59: 0.8302,Age 60-100: 0.1693","Neutral: 0.2061,Happy: 0.0010,Sad: 0.3178,Surprised: 0.0057,Fear: 0.0063,Disgust: 0.0054,Angry: 0.4446,Contempt: 0.0131","['Age 48-59', 'Age 60-100', 'Age 38-47']",0.6609,"['Angry', 'Sad', 'Neutral']",0.12679999999999997
12a78559-3485186E2E32_1_20240121_174143,Male,Age 48-59,Neutral,"0.9793,0.0207","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0011,Age 38-47: 0.0103,Age 48-59: 0.8925,Age 60-100: 0.0961","Neutral: 0.7639,Happy: 0.0055,Sad: 0.0585,Surprised: 0.0022,Fear: 0.0001,Disgust: 0.0059,Angry: 0.1594,Contempt: 0.0046","['Age 48-59', 'Age 60-100', 'Age 38-47']",0.7964,"['Neutral', 'Angry', 'Sad']",0.6045
146aacd3-3485186E5006_1_20240113_135026,Male,Age 25-37,Neutral,"1.0000,0.0000","Age 0-3: 0.0004,Age 4-7: 0.0014,Age 8-14: 0.0106,Age 15-24: 0.0565,Age 25-37: 0.7840,Age 38-47: 0.1226,Age 48-59: 0.0180,Age 60-100: 0.0063","Neutral: 0.4906,Happy: 0.0516,Sad: 0.0590,Surprised: 0.0543,Fear: 0.1177,Disgust: 0.0587,Angry: 0.0450,Contempt: 0.1232","['Age 25-37', 'Age 38-47', 'Age 15-24']",0.6614,"['Neutral', 'Contempt', 'Fear']",0.36739999999999995
14f5c4f9-3485186E5006_1_20240113_143942,Male,Age 25-37,Neutral,"0.9920,0.0080","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0002,Age 15-24: 0.0079,Age 25-37: 0.9283,Age 38-47: 0.0567,Age 48-59: 0.0059,Age 60-100: 0.0009","Neutral: 0.4841,Happy: 0.0087,Sad: 0.0599,Surprised: 0.0340,Fear: 0.0161,Disgust: 0.0250,Angry: 0.3366,Contempt: 0.0355","['Age 25-37', 'Age 38-47', 'Age 15-24']",0.8716,"['Neutral', 'Angry', 'Sad']",0.14749999999999996
16a6839a-348518ACC4EA_1_2024-01-24_161120053,Male,Age 25-37,Neutral,"1.0000,0.0000","Age 0-3: 0.0001,Age 4-7: 0.0001,Age 8-14: 0.0009,Age 15-24: 0.0467,Age 25-37: 0.9062,Age 38-47: 0.0329,Age 48-59: 0.0116,Age 60-100: 0.0015","Neutral: 0.5931,Happy: 0.0061,Sad: 0.3575,Surprised: 0.0009,Fear: 0.0003,Disgust: 0.0071,Angry: 0.0023,Contempt: 0.0326","['Age 25-37', 'Age 15-24', 'Age 38-47']",0.8595,"['Neutral', 'Sad', 'Contempt']",0.23559999999999998
16bc83a9-348518ACC516_1_20240117_145652,Male,Age 25-37,Neutral,"0.9999,0.0001","Age 0-3: 0.0003,Age 4-7: 0.0003,Age 8-14: 0.0034,Age 15-24: 0.0697,Age 25-37: 0.6185,Age 38-47: 0.2264,Age 48-59: 0.0772,Age 60-100: 0.0043","Neutral: 0.5675,Happy: 0.1650,Sad: 0.0099,Surprised: 0.1533,Fear: 0.0033,Disgust: 0.0244,Angry: 0.0294,Contempt: 0.0471","['Age 25-37', 'Age 38-47', 'Age 48-59']",0.39210000000000006,"['Neutral', 'Happy', 'Surprised']",0.40249999999999997
1893047d-3485186E5006_1_20240121_121724,Male,Age 25-37,Neutral,"0.9622,0.0378","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0007,Age 15-24: 0.0190,Age 25-37: 0.9697,Age 38-47: 0.0069,Age 48-59: 0.0025,Age 60-100: 0.0011","Neutral: 0.8890,Happy: 0.0065,Sad: 0.0186,Surprised: 0.0053,Fear: 0.0010,Disgust: 0.0025,Angry: 0.0325,Contempt: 0.0445","['Age 25-37', 'Age 15-24', 'Age 38-47']",0.9507,"['Neutral', 'Contempt', 'Angry']",0.8445
1919164d-3485189BE312_1_20240114_174100,Male,Age 60-100,Neutral,"0.9973,0.0027","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0003,Age 38-47: 0.0029,Age 48-59: 0.1488,Age 60-100: 0.8480","Neutral: 0.8234,Happy: 0.0763,Sad: 0.0269,Surprised: 0.0176,Fear: 0.0013,Disgust: 0.0132,Angry: 0.0135,Contempt: 0.0278","['Age 60-100', 'Age 48-59', 'Age 38-47']",0.6992,"['Neutral', 'Happy', 'Contempt']",0.7471
198a81b4-3485186E5006_1_20240120_193821,Female,Age 38-47,Neutral,"0.0098,0.9902","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0001,Age 15-24: 0.0430,Age 25-37: 0.2110,Age 38-47: 0.6867,Age 48-59: 0.0578,Age 60-100: 0.0015","Neutral: 0.9276,Happy: 0.0039,Sad: 0.0050,Surprised: 0.0108,Fear: 0.0137,Disgust: 0.0218,Angry: 0.0024,Contempt: 0.0149","['Age 38-47', 'Age 25-37', 'Age 48-59']",0.4757,"['Neutral', 'Disgust', 'Contempt']",0.9057999999999999
1ac12397-3485186E7D7E_1_20240113_135527,Male,Age 25-37,Neutral,"0.9562,0.0438","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0003,Age 15-24: 0.0026,Age 25-37: 0.8844,Age 38-47: 0.1108,Age 48-59: 0.0017,Age 60-100: 0.0001","Neutral: 0.9611,Happy: 0.0010,Sad: 0.0235,Surprised: 0.0016,Fear: 0.0012,Disgust: 0.0025,Angry: 0.0037,Contempt: 0.0054","['Age 25-37', 'Age 38-47', 'Age 15-24']",0.7736,"['Neutral', 'Sad', 'Contempt']",0.9376
1affca38-3485186E7D7E_1_2024-01-11_175735328,Male,Age 48-59,Sad,"0.8647,0.1353","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0004,Age 25-37: 0.0174,Age 38-47: 0.1543,Age 48-59: 0.7807,Age 60-100: 0.0471","Neutral: 0.0271,Happy: 0.0003,Sad: 0.9630,Surprised: 0.0002,Fear: 0.0003,Disgust: 0.0007,Angry: 0.0061,Contempt: 0.0023","['Age 48-59', 'Age 38-47', 'Age 60-100']",0.6264,"['Sad', 'Neutral', 'Angry']",0.9359
1c316808-3485186E7D7E_1_20240117_145159,Male,Age 25-37,Neutral,"0.9652,0.0348","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0002,Age 15-24: 0.0309,Age 25-37: 0.9054,Age 38-47: 0.0131,Age 48-59: 0.0489,Age 60-100: 0.0013","Neutral: 0.7160,Happy: 0.0067,Sad: 0.2070,Surprised: 0.0022,Fear: 0.0009,Disgust: 0.0013,Angry: 0.0071,Contempt: 0.0589","['Age 25-37', 'Age 48-59', 'Age 15-24']",0.8565,"['Neutral', 'Sad', 'Contempt']",0.509
1cf240c3-348518ACC512_1_20240120_193910,Male,Age 38-47,Neutral,"0.9832,0.0168","Age 0-3: 0.0010,Age 4-7: 0.0013,Age 8-14: 0.0012,Age 15-24: 0.0062,Age 25-37: 0.1766,Age 38-47: 0.3797,Age 48-59: 0.2027,Age 60-100: 0.2312","Neutral: 0.7868,Happy: 0.0191,Sad: 0.1157,Surprised: 0.0117,Fear: 0.0055,Disgust: 0.0041,Angry: 0.0285,Contempt: 0.0286","['Age 38-47', 'Age 60-100', 'Age 48-59']",0.1485,"['Neutral', 'Sad', 'Contempt']",0.6711
1d3d7615-3485186E5006_1_20240113_160049,Male,Age 25-37,Neutral,"0.8349,0.1651","Age 0-3: 0.0020,Age 4-7: 0.0021,Age 8-14: 0.0031,Age 15-24: 0.0164,Age 25-37: 0.3671,Age 38-47: 0.1915,Age 48-59: 0.2855,Age 60-100: 0.1323","Neutral: 0.5014,Happy: 0.0262,Sad: 0.0750,Surprised: 0.0389,Fear: 0.0756,Disgust: 0.1824,Angry: 0.0430,Contempt: 0.0575","['Age 25-37', 'Age 48-59', 'Age 38-47']",0.0816,"['Neutral', 'Disgust', 'Fear']",0.31899999999999995
1de7c88e-3485186E7D7E_1_2024-01-24_155204011,Male,Age 48-59,Neutral,"0.9974,0.0026","Age 0-3: 0.0001,Age 4-7: 0.0001,Age 8-14: 0.0001,Age 15-24: 0.0038,Age 25-37: 0.0457,Age 38-47: 0.4314,Age 48-59: 0.4983,Age 60-100: 0.0205","Neutral: 0.8236,Happy: 0.0482,Sad: 0.0392,Surprised: 0.0261,Fear: 0.0017,Disgust: 0.0047,Angry: 0.0196,Contempt: 0.0369","['Age 48-59', 'Age 38-47', 'Age 25-37']",0.06690000000000002,"['Neutral', 'Happy', 'Sad']",0.7754
1e021d01-3485186E89B6_1_2024-01-28_080242613,Female,Age 25-37,Neutral,"0.0002,0.9998","Age 0-3: 0.0001,Age 4-7: 0.0012,Age 8-14: 0.0041,Age 15-24: 0.0028,Age 25-37: 0.4976,Age 38-47: 0.4744,Age 48-59: 0.0062,Age 60-100: 0.0135","Neutral: 0.9208,Happy: 0.0098,Sad: 0.0292,Surprised: 0.0162,Fear: 0.0018,Disgust: 0.0013,Angry: 0.0125,Contempt: 0.0084","['Age 25-37', 'Age 38-47', 'Age 60-100']",0.0232,"['Neutral', 'Sad', 'Surprised']",0.8916
1e6fced7-3485186E5006_1_2024-01-24_161832729,Male,Age 60-100,Neutral,"0.9996,0.0004","Age 0-3: 0.0002,Age 4-7: 0.0001,Age 8-14: 0.0000,Age 15-24: 0.0001,Age 25-37: 0.0053,Age 38-47: 0.0067,Age 48-59: 0.3202,Age 60-100: 0.6676","Neutral: 0.9533,Happy: 0.0081,Sad: 0.0198,Surprised: 0.0028,Fear: 0.0003,Disgust: 0.0023,Angry: 0.0029,Contempt: 0.0105","['Age 60-100', 'Age 48-59', 'Age 38-47']",0.3474,"['Neutral', 'Sad', 'Contempt']",0.9335
1f3b7c0d-348518ACC37E_1_20240113_160205,Male,Age 60-100,Neutral,"0.9995,0.0005","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0001,Age 38-47: 0.0016,Age 48-59: 0.2620,Age 60-100: 0.7363","Neutral: 0.9435,Happy: 0.0071,Sad: 0.0194,Surprised: 0.0066,Fear: 0.0009,Disgust: 0.0032,Angry: 0.0083,Contempt: 0.0110","['Age 60-100', 'Age 48-59', 'Age 38-47']",0.47429999999999994,"['Neutral', 'Sad', 'Contempt']",0.9241
1fef211a-3485189BE312_1_2024-01-17_132536113,Female,Age 48-59,Neutral,"0.0005,0.9995","Age 0-3: 0.0001,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0013,Age 25-37: 0.0518,Age 38-47: 0.0129,Age 48-59: 0.8945,Age 60-100: 0.0394","Neutral: 0.8990,Happy: 0.0144,Sad: 0.0235,Surprised: 0.0233,Fear: 0.0081,Disgust: 0.0100,Angry: 0.0074,Contempt: 0.0143","['Age 48-59', 'Age 25-37', 'Age 60-100']",0.8427,"['Neutral', 'Sad', 'Surprised']",0.8755000000000001
209a45eb-348518ACC4EA_1_20240121_095020,Female,Age 25-37,Neutral,"0.2494,0.7506","Age 0-3: 0.0008,Age 4-7: 0.0010,Age 8-14: 0.0040,Age 15-24: 0.0517,Age 25-37: 0.6442,Age 38-47: 0.1236,Age 48-59: 0.1503,Age 60-100: 0.0245","Neutral: 0.5986,Happy: 0.0475,Sad: 0.0334,Surprised: 0.0143,Fear: 0.0004,Disgust: 0.0056,Angry: 0.1420,Contempt: 0.1581","['Age 25-37', 'Age 48-59', 'Age 38-47']",0.4939,"['Neutral', 'Contempt', 'Angry']",0.4405
21105959-3485186E5006_1_20240121_145423,Female,Age 25-37,Neutral,"0.3132,0.6868","Age 0-3: 0.0003,Age 4-7: 0.0033,Age 8-14: 0.0189,Age 15-24: 0.0260,Age 25-37: 0.7226,Age 38-47: 0.2070,Age 48-59: 0.0147,Age 60-100: 0.0074","Neutral: 0.4218,Happy: 0.1351,Sad: 0.3404,Surprised: 0.0152,Fear: 0.0007,Disgust: 0.0383,Angry: 0.0208,Contempt: 0.0278","['Age 25-37', 'Age 38-47', 'Age 15-24']",0.5156000000000001,"['Neutral', 'Sad', 'Happy']",0.08140000000000003
22b2ee73-3485189BE312_1_20240117_133108,Male,Age 48-59,Neutral,"0.9610,0.0390","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0047,Age 38-47: 0.0089,Age 48-59: 0.8616,Age 60-100: 0.1247","Neutral: 0.5403,Happy: 0.0766,Sad: 0.2072,Surprised: 0.0214,Fear: 0.0046,Disgust: 0.0142,Angry: 0.0167,Contempt: 0.1190","['Age 48-59', 'Age 60-100', 'Age 38-47']",0.7369,"['Neutral', 'Sad', 'Contempt']",0.3331
232c4e83-3485186E5006_1_20240121_173602,Male,Age 60-100,Neutral,"0.9805,0.0195","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0062,Age 38-47: 0.3264,Age 48-59: 0.1865,Age 60-100: 0.4809","Neutral: 0.9374,Happy: 0.0102,Sad: 0.0192,Surprised: 0.0057,Fear: 0.0004,Disgust: 0.0032,Angry: 0.0072,Contempt: 0.0168","['Age 60-100', 'Age 38-47', 'Age 48-59']",0.15449999999999997,"['Neutral', 'Sad', 'Contempt']",0.9182
252b55b7-3485189BE312_1_20240114_173436,Male,Age 48-59,Neutral,"0.9920,0.0080","Age 0-3: 0.0018,Age 4-7: 0.0021,Age 8-14: 0.0033,Age 15-24: 0.0222,Age 25-37: 0.2960,Age 38-47: 0.0595,Age 48-59: 0.5447,Age 60-100: 0.0704","Neutral: 0.8832,Happy: 0.0137,Sad: 0.0367,Surprised: 0.0164,Fear: 0.0058,Disgust: 0.0030,Angry: 0.0072,Contempt: 0.0339","['Age 48-59', 'Age 25-37', 'Age 60-100']",0.24869999999999998,"['Neutral', 'Sad', 'Contempt']",0.8465
26c9cb54-3485186E5006_1_2024-01-24_162234565,Male,Age 38-47,Neutral,"1.0000,0.0000","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0307,Age 38-47: 0.7671,Age 48-59: 0.0977,Age 60-100: 0.1045","Neutral: 0.6036,Happy: 0.0129,Sad: 0.3695,Surprised: 0.0022,Fear: 0.0000,Disgust: 0.0007,Angry: 0.0094,Contempt: 0.0016","['Age 38-47', 'Age 60-100', 'Age 48-59']",0.6626,"['Neutral', 'Sad', 'Happy']",0.23410000000000003
