Image Name,Gender,Age,Emotion,Gender Prob,Age Prob,Emotion Prob,Top 3 Age,Conf,Top 3 Emotion,Conf
07ebee0d-348518A666CA_1_20240114_174548,Male,Age 60-100,Surprised,"0.9999,0.0001","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0001,Age 38-47: 0.0924,Age 48-59: 0.0031,Age 60-100: 0.9044","Neutral: 0.2796,Happy: 0.0041,Sad: 0.0245,Surprised: 0.4560,Fear: 0.0039,Disgust: 0.0735,Angry: 0.1536,Contempt: 0.0047","['Age 60-100', 'Age 38-47', 'Age 48-59']",0.8119999999999999,"['Surprised', 'Neutral', 'Angry']",0.1764
091010a0-3485186E5006_1_20240120_162352,Male,Age 48-59,Neutral,"1.0000,0.0000","Age 0-3: 0.0001,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0003,Age 25-37: 0.0259,Age 38-47: 0.2853,Age 48-59: 0.6451,Age 60-100: 0.0432","Neutral: 0.3604,Happy: 0.1208,Sad: 0.1012,Surprised: 0.2664,Fear: 0.0662,Disgust: 0.0127,Angry: 0.0119,Contempt: 0.0606","['Age 48-59', 'Age 38-47', 'Age 60-100']",0.3598,"['Neutral', 'Surprised', 'Happy']",0.09399999999999997
09d10fe6-3485186E2E32_1_20240120_193902,Male,Age 38-47,Neutral,"0.9788,0.0212","Age 0-3: 0.0012,Age 4-7: 0.0022,Age 8-14: 0.0056,Age 15-24: 0.0373,Age 25-37: 0.4010,Age 38-47: 0.4453,Age 48-59: 0.0913,Age 60-100: 0.0163","Neutral: 0.3083,Happy: 0.0838,Sad: 0.0914,Surprised: 0.1870,Fear: 0.0368,Disgust: 0.0863,Angry: 0.0797,Contempt: 0.1266","['Age 38-47', 'Age 25-37', 'Age 48-59']",0.04429999999999995,"['Neutral', 'Surprised', 'Contempt']",0.12130000000000002
0a48b31a-3485186E5006_1_2024-01-17_173507110,Male,Age 25-37,Sad,"0.9994,0.0006","Age 0-3: 0.0046,Age 4-7: 0.0027,Age 8-14: 0.0047,Age 15-24: 0.0560,Age 25-37: 0.3785,Age 38-47: 0.3326,Age 48-59: 0.1431,Age 60-100: 0.0779","Neutral: 0.4341,Happy: 0.0224,Sad: 0.4862,Surprised: 0.0039,Fear: 0.0007,Disgust: 0.0064,Angry: 0.0264,Contempt: 0.0199","['Age 25-37', 'Age 38-47', 'Age 48-59']",0.045899999999999996,"['Sad', 'Neutral', 'Angry']",0.052100000000000035
0b5b3e8f-3485189BE312_1_20240117_132427,Female,Age 48-59,Sad,"0.0000,1.0000","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0044,Age 38-47: 0.0145,Age 48-59: 0.9742,Age 60-100: 0.0069","Neutral: 0.0402,Happy: 0.0015,Sad: 0.2909,Surprised: 0.0023,Fear: 0.0035,Disgust: 0.2195,Angry: 0.1778,Contempt: 0.2643","['Age 48-59', 'Age 38-47', 'Age 60-100']",0.9597,"['Sad', 'Contempt', 'Disgust']",0.026600000000000013
0e61bfae-348518A664F6_1_20240113_135214,Male,Age 38-47,Neutral,"0.9900,0.0100","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0252,Age 38-47: 0.8179,Age 48-59: 0.0946,Age 60-100: 0.0623","Neutral: 0.2682,Happy: 0.0391,Sad: 0.0104,Surprised: 0.2581,Fear: 0.0402,Disgust: 0.1067,Angry: 0.1136,Contempt: 0.1637","['Age 38-47', 'Age 48-59', 'Age 60-100']",0.7232999999999999,"['Neutral', 'Surprised', 'Contempt']",0.010099999999999998
0fbd6366-348518ACC512_1_2024-01-20_162405003,Male,Age 25-37,Neutral,"0.9977,0.0023","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0011,Age 25-37: 0.9989,Age 38-47: 0.0000,Age 48-59: 0.0000,Age 60-100: 0.0000","Neutral: 0.6178,Happy: 0.3226,Sad: 0.0253,Surprised: 0.0026,Fear: 0.0000,Disgust: 0.0010,Angry: 0.0014,Contempt: 0.0292","['Age 25-37', 'Age 15-24', 'Age 8-14']",0.9978,"['Neutral', 'Happy', 'Contempt']",0.2952
129ecc1e-3485186E7D7E_1_2024-01-17_173455986,Male,Age 60-100,Neutral,"1.0000,0.0000","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0000,Age 38-47: 0.0000,Age 48-59: 0.0004,Age 60-100: 0.9996","Neutral: 0.6646,Happy: 0.0003,Sad: 0.0000,Surprised: 0.0005,Fear: 0.0000,Disgust: 0.0000,Angry: 0.3326,Contempt: 0.0020","['Age 60-100', 'Age 48-59', 'Age 8-14']",0.9992000000000001,"['Neutral', 'Angry', 'Contempt']",0.33199999999999996
12a78559-3485186E2E32_1_20240121_174143,Male,Age 48-59,Neutral,"1.0000,0.0000","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0010,Age 38-47: 0.0227,Age 48-59: 0.9733,Age 60-100: 0.0031","Neutral: 0.5934,Happy: 0.0015,Sad: 0.0133,Surprised: 0.0026,Fear: 0.0000,Disgust: 0.0233,Angry: 0.3645,Contempt: 0.0014","['Age 48-59', 'Age 38-47', 'Age 60-100']",0.9506,"['Neutral', 'Angry', 'Disgust']",0.22890000000000005
146aacd3-3485186E5006_1_20240113_135026,Male,Age 25-37,Sad,"1.0000,0.0000","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0015,Age 15-24: 0.0588,Age 25-37: 0.7218,Age 38-47: 0.2141,Age 48-59: 0.0032,Age 60-100: 0.0004","Neutral: 0.0852,Happy: 0.0071,Sad: 0.8598,Surprised: 0.0078,Fear: 0.0029,Disgust: 0.0194,Angry: 0.0125,Contempt: 0.0052","['Age 25-37', 'Age 38-47', 'Age 15-24']",0.5077,"['Sad', 'Neutral', 'Disgust']",0.7746
14f5c4f9-3485186E5006_1_20240113_143942,Male,Age 38-47,Angry,"0.9983,0.0017","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0007,Age 25-37: 0.0711,Age 38-47: 0.9191,Age 48-59: 0.0089,Age 60-100: 0.0002","Neutral: 0.2618,Happy: 0.1437,Sad: 0.0551,Surprised: 0.0536,Fear: 0.0002,Disgust: 0.0131,Angry: 0.4475,Contempt: 0.0249","['Age 38-47', 'Age 25-37', 'Age 48-59']",0.8480000000000001,"['Angry', 'Neutral', 'Happy']",0.18570000000000003
16a6839a-348518ACC4EA_1_2024-01-24_161120053,Male,Age 25-37,Neutral,"1.0000,0.0000","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0005,Age 15-24: 0.0429,Age 25-37: 0.6669,Age 38-47: 0.2609,Age 48-59: 0.0266,Age 60-100: 0.0021","Neutral: 0.7611,Happy: 0.0028,Sad: 0.1629,Surprised: 0.0088,Fear: 0.0146,Disgust: 0.0081,Angry: 0.0046,Contempt: 0.0372","['Age 25-37', 'Age 38-47', 'Age 15-24']",0.406,"['Neutral', 'Sad', 'Contempt']",0.5982000000000001
16bc83a9-348518ACC516_1_20240117_145652,Male,Age 15-24,Angry,"0.9995,0.0005","Age 0-3: 0.0001,Age 4-7: 0.0001,Age 8-14: 0.0038,Age 15-24: 0.5240,Age 25-37: 0.4036,Age 38-47: 0.0415,Age 48-59: 0.0257,Age 60-100: 0.0012","Neutral: 0.2794,Happy: 0.0121,Sad: 0.0885,Surprised: 0.0277,Fear: 0.0057,Disgust: 0.0378,Angry: 0.3896,Contempt: 0.1593","['Age 15-24', 'Age 25-37', 'Age 38-47']",0.12040000000000001,"['Angry', 'Neutral', 'Contempt']",0.11020000000000002
1893047d-3485186E5006_1_20240121_121724,Male,Age 15-24,Neutral,"0.7969,0.2031","Age 0-3: 0.0009,Age 4-7: 0.0018,Age 8-14: 0.0145,Age 15-24: 0.4620,Age 25-37: 0.1426,Age 38-47: 0.3113,Age 48-59: 0.0591,Age 60-100: 0.0079","Neutral: 0.5111,Happy: 0.0054,Sad: 0.0886,Surprised: 0.0043,Fear: 0.0000,Disgust: 0.0008,Angry: 0.3871,Contempt: 0.0027","['Age 15-24', 'Age 38-47', 'Age 25-37']",0.1507,"['Neutral', 'Angry', 'Sad']",0.124
1919164d-3485189BE312_1_20240114_174100,Male,Age 48-59,Sad,"0.9930,0.0070","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0003,Age 38-47: 0.0046,Age 48-59: 0.5231,Age 60-100: 0.4719","Neutral: 0.2971,Happy: 0.0072,Sad: 0.5994,Surprised: 0.0050,Fear: 0.0007,Disgust: 0.0041,Angry: 0.0690,Contempt: 0.0174","['Age 48-59', 'Age 60-100', 'Age 38-47']",0.05120000000000002,"['Sad', 'Neutral', 'Angry']",0.30230000000000007
198a81b4-3485186E5006_1_20240120_193821,Female,Age 25-37,Contempt,"0.3033,0.6967","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0026,Age 25-37: 0.9034,Age 38-47: 0.0858,Age 48-59: 0.0078,Age 60-100: 0.0003","Neutral: 0.2170,Happy: 0.0611,Sad: 0.0117,Surprised: 0.0155,Fear: 0.0134,Disgust: 0.0030,Angry: 0.0008,Contempt: 0.6774","['Age 25-37', 'Age 38-47', 'Age 48-59']",0.8176,"['Contempt', 'Neutral', 'Happy']",0.46040000000000003
1ac12397-3485186E7D7E_1_20240113_135527,Male,Age 25-37,Neutral,"0.9938,0.0062","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0009,Age 15-24: 0.0336,Age 25-37: 0.8197,Age 38-47: 0.1396,Age 48-59: 0.0056,Age 60-100: 0.0005","Neutral: 0.9563,Happy: 0.0011,Sad: 0.0208,Surprised: 0.0044,Fear: 0.0065,Disgust: 0.0031,Angry: 0.0018,Contempt: 0.0061","['Age 25-37', 'Age 38-47', 'Age 15-24']",0.6800999999999999,"['Neutral', 'Sad', 'Fear']",0.9355
1affca38-3485186E7D7E_1_2024-01-11_175735328,Male,Age 60-100,Neutral,"0.8881,0.1119","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0003,Age 38-47: 0.0005,Age 48-59: 0.0039,Age 60-100: 0.9953","Neutral: 0.4238,Happy: 0.1356,Sad: 0.2782,Surprised: 0.0308,Fear: 0.0011,Disgust: 0.0067,Angry: 0.0664,Contempt: 0.0575","['Age 60-100', 'Age 48-59', 'Age 38-47']",0.9914,"['Neutral', 'Sad', 'Happy']",0.1456
1c316808-3485186E7D7E_1_20240117_145159,Male,Age 48-59,Neutral,"0.9911,0.0089","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0070,Age 38-47: 0.0407,Age 48-59: 0.9062,Age 60-100: 0.0461","Neutral: 0.5219,Happy: 0.0628,Sad: 0.2102,Surprised: 0.0137,Fear: 0.0016,Disgust: 0.0177,Angry: 0.0937,Contempt: 0.0784","['Age 48-59', 'Age 60-100', 'Age 38-47']",0.8601,"['Neutral', 'Sad', 'Angry']",0.31170000000000003
1cf240c3-348518ACC512_1_20240120_193910,Male,Age 48-59,Neutral,"0.9406,0.0594","Age 0-3: 0.0003,Age 4-7: 0.0001,Age 8-14: 0.0003,Age 15-24: 0.0050,Age 25-37: 0.0765,Age 38-47: 0.1410,Age 48-59: 0.7283,Age 60-100: 0.0484","Neutral: 0.3298,Happy: 0.0588,Sad: 0.1246,Surprised: 0.0349,Fear: 0.0032,Disgust: 0.0473,Angry: 0.2927,Contempt: 0.1086","['Age 48-59', 'Age 38-47', 'Age 25-37']",0.5872999999999999,"['Neutral', 'Angry', 'Sad']",0.037099999999999966
1d3d7615-3485186E5006_1_20240113_160049,Male,Age 25-37,Neutral,"0.9999,0.0001","Age 0-3: 0.0081,Age 4-7: 0.0161,Age 8-14: 0.0170,Age 15-24: 0.0268,Age 25-37: 0.2921,Age 38-47: 0.2542,Age 48-59: 0.2851,Age 60-100: 0.1006","Neutral: 0.9477,Happy: 0.0369,Sad: 0.0033,Surprised: 0.0038,Fear: 0.0000,Disgust: 0.0001,Angry: 0.0050,Contempt: 0.0032","['Age 25-37', 'Age 48-59', 'Age 38-47']",0.007000000000000006,"['Neutral', 'Happy', 'Angry']",0.9107999999999999
1de7c88e-3485186E7D7E_1_2024-01-24_155204011,Male,Age 38-47,Contempt,"0.9994,0.0006","Age 0-3: 0.0001,Age 4-7: 0.0001,Age 8-14: 0.0001,Age 15-24: 0.0037,Age 25-37: 0.0510,Age 38-47: 0.7667,Age 48-59: 0.1678,Age 60-100: 0.0105","Neutral: 0.0407,Happy: 0.0201,Sad: 0.0560,Surprised: 0.0034,Fear: 0.0012,Disgust: 0.0725,Angry: 0.0370,Contempt: 0.7691","['Age 38-47', 'Age 48-59', 'Age 25-37']",0.5989,"['Contempt', 'Disgust', 'Sad']",0.6966
1e021d01-3485186E89B6_1_2024-01-28_080242613,Female,Age 38-47,Neutral,"0.0000,1.0000","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0001,Age 15-24: 0.0007,Age 25-37: 0.2562,Age 38-47: 0.7394,Age 48-59: 0.0024,Age 60-100: 0.0011","Neutral: 0.9920,Happy: 0.0016,Sad: 0.0018,Surprised: 0.0002,Fear: 0.0001,Disgust: 0.0002,Angry: 0.0002,Contempt: 0.0039","['Age 38-47', 'Age 25-37', 'Age 48-59']",0.48319999999999996,"['Neutral', 'Contempt', 'Sad']",0.9881
1e6fced7-3485186E5006_1_2024-01-24_161832729,Male,Age 48-59,Angry,"0.9997,0.0003","Age 0-3: 0.0002,Age 4-7: 0.0001,Age 8-14: 0.0000,Age 15-24: 0.0003,Age 25-37: 0.0301,Age 38-47: 0.0588,Age 48-59: 0.7419,Age 60-100: 0.1685","Neutral: 0.1946,Happy: 0.0677,Sad: 0.0610,Surprised: 0.0104,Fear: 0.0002,Disgust: 0.0099,Angry: 0.5129,Contempt: 0.1434","['Age 48-59', 'Age 60-100', 'Age 38-47']",0.5734,"['Angry', 'Neutral', 'Contempt']",0.3183
1f3b7c0d-348518ACC37E_1_20240113_160205,Male,Age 25-37,Neutral,"0.9998,0.0002","Age 0-3: 0.0251,Age 4-7: 0.0483,Age 8-14: 0.0407,Age 15-24: 0.0645,Age 25-37: 0.3890,Age 38-47: 0.2022,Age 48-59: 0.0866,Age 60-100: 0.1436","Neutral: 0.9737,Happy: 0.0079,Sad: 0.0069,Surprised: 0.0022,Fear: 0.0000,Disgust: 0.0004,Angry: 0.0077,Contempt: 0.0013","['Age 25-37', 'Age 38-47', 'Age 60-100']",0.18680000000000002,"['Neutral', 'Happy', 'Angry']",0.9658
1fef211a-3485189BE312_1_2024-01-17_132536113,Female,Age 48-59,Neutral,"0.0001,0.9999","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0005,Age 25-37: 0.0298,Age 38-47: 0.0198,Age 48-59: 0.8937,Age 60-100: 0.0561","Neutral: 0.7487,Happy: 0.0040,Sad: 0.1465,Surprised: 0.0037,Fear: 0.0022,Disgust: 0.0087,Angry: 0.0533,Contempt: 0.0328","['Age 48-59', 'Age 60-100', 'Age 25-37']",0.8376,"['Neutral', 'Sad', 'Angry']",0.6022000000000001
209a45eb-348518ACC4EA_1_20240121_095020,Female,Age 25-37,Neutral,"0.1423,0.8577","Age 0-3: 0.0003,Age 4-7: 0.0003,Age 8-14: 0.0025,Age 15-24: 0.0792,Age 25-37: 0.6576,Age 38-47: 0.1164,Age 48-59: 0.1358,Age 60-100: 0.0080","Neutral: 0.5814,Happy: 0.0975,Sad: 0.1524,Surprised: 0.0338,Fear: 0.0021,Disgust: 0.0104,Angry: 0.0589,Contempt: 0.0634","['Age 25-37', 'Age 48-59', 'Age 38-47']",0.5217999999999999,"['Neutral', 'Sad', 'Happy']",0.42900000000000005
21105959-3485186E5006_1_20240121_145423,Female,Age 25-37,Neutral,"0.3912,0.6088","Age 0-3: 0.0012,Age 4-7: 0.0295,Age 8-14: 0.2622,Age 15-24: 0.3120,Age 25-37: 0.3386,Age 38-47: 0.0328,Age 48-59: 0.0201,Age 60-100: 0.0038","Neutral: 0.8565,Happy: 0.0387,Sad: 0.0319,Surprised: 0.0205,Fear: 0.0006,Disgust: 0.0043,Angry: 0.0338,Contempt: 0.0137","['Age 25-37', 'Age 15-24', 'Age 8-14']",0.026600000000000013,"['Neutral', 'Happy', 'Angry']",0.8178000000000001
22b2ee73-3485189BE312_1_20240117_133108,Male,Age 48-59,Angry,"0.9718,0.0282","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0029,Age 38-47: 0.0329,Age 48-59: 0.8159,Age 60-100: 0.1482","Neutral: 0.2025,Happy: 0.0289,Sad: 0.0918,Surprised: 0.0253,Fear: 0.0029,Disgust: 0.1665,Angry: 0.3611,Contempt: 0.1211","['Age 48-59', 'Age 60-100', 'Age 38-47']",0.6677,"['Angry', 'Neutral', 'Disgust']",0.15859999999999996
232c4e83-3485186E5006_1_20240121_173602,Male,Age 38-47,Disgust,"1.0000,0.0000","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0000,Age 25-37: 0.0517,Age 38-47: 0.8500,Age 48-59: 0.0871,Age 60-100: 0.0112","Neutral: 0.0244,Happy: 0.0202,Sad: 0.0041,Surprised: 0.2200,Fear: 0.0050,Disgust: 0.6295,Angry: 0.0910,Contempt: 0.0057","['Age 38-47', 'Age 48-59', 'Age 25-37']",0.7629,"['Disgust', 'Surprised', 'Angry']",0.4095
252b55b7-3485189BE312_1_20240114_173436,Male,Age 48-59,Neutral,"0.9867,0.0133","Age 0-3: 0.0000,Age 4-7: 0.0000,Age 8-14: 0.0000,Age 15-24: 0.0006,Age 25-37: 0.0212,Age 38-47: 0.1004,Age 48-59: 0.8558,Age 60-100: 0.0220","Neutral: 0.9982,Happy: 0.0000,Sad: 0.0000,Surprised: 0.0008,Fear: 0.0006,Disgust: 0.0003,Angry: 0.0000,Contempt: 0.0000","['Age 48-59', 'Age 38-47', 'Age 60-100']",0.7554,"['Neutral', 'Surprised', 'Fear']",0.9974
26c9cb54-3485186E5006_1_2024-01-24_162234565,Male,Age 60-100,Neutral,"0.9985,0.0015","Age 0-3: 0.0005,Age 4-7: 0.0002,Age 8-14: 0.0000,Age 15-24: 0.0003,Age 25-37: 0.0397,Age 38-47: 0.0399,Age 48-59: 0.1909,Age 60-100: 0.7285","Neutral: 0.4842,Happy: 0.1526,Sad: 0.2955,Surprised: 0.0202,Fear: 0.0010,Disgust: 0.0097,Angry: 0.0204,Contempt: 0.0163","['Age 60-100', 'Age 48-59', 'Age 38-47']",0.5376000000000001,"['Neutral', 'Sad', 'Happy']",0.18870000000000003
